Direction,Score,MaxTile,MoveTime(ms),EmptyTiles,Timestamp,SourceFile
Up,100,16,680,8,2025-05-21T10:22:09.753Z,full_game_data (26).csv
Down,104,16,69,8,2025-05-21T10:22:09.822Z,full_game_data (26).csv
Right,104,16,38,7,2025-05-21T10:22:09.860Z,full_game_data (26).csv
Left,116,16,351,8,2025-05-21T10:22:10.211Z,full_game_data (26).csv
Up,132,16,200,8,2025-05-21T10:22:10.411Z,full_game_data (26).csv
Down,152,16,82,9,2025-05-21T10:22:10.493Z,full_game_data (26).csv
Right,152,16,51,8,2025-05-21T10:22:10.544Z,full_game_data (26).csv
Up,160,16,327,8,2025-05-21T10:22:10.871Z,full_game_data (26).csv
Right,164,16,596,8,2025-05-21T10:22:11.467Z,full_game_data (26).csv
Up,164,16,344,7,2025-05-21T10:22:11.811Z,full_game_data (26).csv
Down,168,16,307,7,2025-05-21T10:22:12.118Z,full_game_data (26).csv
Left,168,16,258,6,2025-05-21T10:22:12.376Z,full_game_data (26).csv
Up,176,16,207,6,2025-05-21T10:22:12.583Z,full_game_data (26).csv
Up,184,16,291,7,2025-05-21T10:22:12.874Z,full_game_data (26).csv
Right,184,16,201,6,2025-05-21T10:22:13.075Z,full_game_data (26).csv
Up,200,16,63,6,2025-05-21T10:22:13.138Z,full_game_data (26).csv
Up,200,16,484,5,2025-05-21T10:22:13.622Z,full_game_data (26).csv
Left,200,16,17,4,2025-05-21T10:22:13.639Z,full_game_data (26).csv
Left,212,16,79,6,2025-05-21T10:22:13.718Z,full_game_data (26).csv
Up,212,16,12,5,2025-05-21T10:22:13.730Z,full_game_data (26).csv
Up,264,32,376,8,2025-05-21T10:22:14.106Z,full_game_data (26).csv
Up,264,32,434,7,2025-05-21T10:22:14.540Z,full_game_data (26).csv
Left,264,32,4,6,2025-05-21T10:22:14.544Z,full_game_data (26).csv
Up,300,32,65,7,2025-05-21T10:22:14.609Z,full_game_data (26).csv
Up,308,32,185,7,2025-05-21T10:22:14.794Z,full_game_data (26).csv
Left,328,32,16,8,2025-05-21T10:22:14.810Z,full_game_data (26).csv
Left,328,32,222,7,2025-05-21T10:22:15.032Z,full_game_data (26).csv
Up,328,32,30,6,2025-05-21T10:22:15.062Z,full_game_data (26).csv
Up,336,32,599,7,2025-05-21T10:22:15.661Z,full_game_data (26).csv
Left,344,32,4,7,2025-05-21T10:22:15.665Z,full_game_data (26).csv
Left,356,32,7,8,2025-05-21T10:22:15.672Z,full_game_data (26).csv
Up,372,32,1,8,2025-05-21T10:22:15.673Z,full_game_data (26).csv
Up,404,32,7,8,2025-05-21T10:22:15.680Z,full_game_data (26).csv
Left,408,32,218,8,2025-05-21T10:22:15.898Z,full_game_data (26).csv
Up,484,64,20,10,2025-05-21T10:22:15.918Z,full_game_data (26).csv
Left,484,64,208,9,2025-05-21T10:22:16.126Z,full_game_data (26).csv
Up,484,64,8,8,2025-05-21T10:22:16.134Z,full_game_data (26).csv
Up,484,64,265,7,2025-05-21T10:22:16.399Z,full_game_data (26).csv
Left,488,64,52,7,2025-05-21T10:22:16.451Z,full_game_data (26).csv
Up,492,64,225,7,2025-05-21T10:22:16.676Z,full_game_data (26).csv
Left,500,64,29,7,2025-05-21T10:22:16.705Z,full_game_data (26).csv
Left,504,64,85,7,2025-05-21T10:22:16.790Z,full_game_data (26).csv
Up,508,64,8,7,2025-05-21T10:22:16.798Z,full_game_data (26).csv
Up,532,64,383,8,2025-05-21T10:22:17.181Z,full_game_data (26).csv
Left,548,64,6,8,2025-05-21T10:22:17.187Z,full_game_data (26).csv
Left,552,64,31,8,2025-05-21T10:22:17.218Z,full_game_data (26).csv
Up,552,64,13,7,2025-05-21T10:22:17.231Z,full_game_data (26).csv
Left,556,64,263,7,2025-05-21T10:22:17.494Z,full_game_data (26).csv
Up,556,64,7,6,2025-05-21T10:22:17.501Z,full_game_data (26).csv
Up,560,64,182,6,2025-05-21T10:22:17.683Z,full_game_data (26).csv
Left,560,64,2,5,2025-05-21T10:22:17.685Z,full_game_data (26).csv
Up,572,64,165,6,2025-05-21T10:22:17.850Z,full_game_data (26).csv
Left,580,64,17,6,2025-05-21T10:22:17.867Z,full_game_data (26).csv
Left,584,64,204,6,2025-05-21T10:22:18.071Z,full_game_data (26).csv
Up,584,64,12,5,2025-05-21T10:22:18.083Z,full_game_data (26).csv
Left,584,64,202,4,2025-05-21T10:22:18.285Z,full_game_data (26).csv
Up,592,64,10,5,2025-05-21T10:22:18.295Z,full_game_data (26).csv
Left,592,64,298,4,2025-05-21T10:22:18.593Z,full_game_data (26).csv
Up,592,64,190,3,2025-05-21T10:22:18.783Z,full_game_data (26).csv
Left,596,64,12,3,2025-05-21T10:22:18.795Z,full_game_data (26).csv
Up,604,64,4,3,2025-05-21T10:22:18.799Z,full_game_data (26).csv
Up,620,64,174,3,2025-05-21T10:22:18.973Z,full_game_data (26).csv
Up,656,64,305,4,2025-05-21T10:22:19.278Z,full_game_data (26).csv
Right,664,64,975,4,2025-05-21T10:22:20.253Z,full_game_data (26).csv
Right,728,64,677,4,2025-05-21T10:22:20.930Z,full_game_data (26).csv
Up,0,2,420,14,2025-05-21T10:21:33.390Z,full_game_data (25).csv
Up,0,2,516,13,2025-05-21T10:21:33.906Z,full_game_data (25).csv
Up,0,2,2,12,2025-05-21T10:21:33.908Z,full_game_data (25).csv
Up,4,4,86,12,2025-05-21T10:21:33.994Z,full_game_data (25).csv
Up,4,4,166,11,2025-05-21T10:21:34.160Z,full_game_data (25).csv
Up,4,4,229,10,2025-05-21T10:21:34.389Z,full_game_data (25).csv
Up,8,4,196,10,2025-05-21T10:21:34.585Z,full_game_data (25).csv
Up,12,4,199,10,2025-05-21T10:21:34.785Z,full_game_data (25).csv
Up,16,4,192,10,2025-05-21T10:21:34.976Z,full_game_data (25).csv
Up,24,8,193,10,2025-05-21T10:21:35.169Z,full_game_data (25).csv
Up,28,8,437,10,2025-05-21T10:21:35.606Z,full_game_data (25).csv
Up,28,8,70,9,2025-05-21T10:21:35.676Z,full_game_data (25).csv
Up,28,8,46,8,2025-05-21T10:21:35.722Z,full_game_data (25).csv
Up,32,8,212,8,2025-05-21T10:21:35.934Z,full_game_data (25).csv
Up,32,8,188,7,2025-05-21T10:21:36.122Z,full_game_data (25).csv
Up,32,8,637,6,2025-05-21T10:21:36.760Z,full_game_data (25).csv
Up,36,8,57,6,2025-05-21T10:21:36.816Z,full_game_data (25).csv
Up,48,8,15,7,2025-05-21T10:21:36.831Z,full_game_data (25).csv
Up,56,8,44,7,2025-05-21T10:21:36.875Z,full_game_data (25).csv
Right,76,16,188,8,2025-05-21T10:21:37.063Z,full_game_data (25).csv
Up,76,16,134,7,2025-05-21T10:21:37.197Z,full_game_data (25).csv
Down,92,16,12,9,2025-05-21T10:21:37.209Z,full_game_data (25).csv
Down,92,16,473,8,2025-05-21T10:21:37.682Z,full_game_data (25).csv
Left,92,16,37,7,2025-05-21T10:21:37.719Z,full_game_data (25).csv
Up,96,16,72,7,2025-05-21T10:21:37.791Z,full_game_data (25).csv
Right,104,16,46,7,2025-05-21T10:21:37.837Z,full_game_data (25).csv
Left,104,16,350,6,2025-05-21T10:21:38.187Z,full_game_data (25).csv
Right,104,16,89,5,2025-05-21T10:21:38.276Z,full_game_data (25).csv
Down,104,16,49,4,2025-05-21T10:21:38.325Z,full_game_data (25).csv
Up,108,16,20,4,2025-05-21T10:21:38.345Z,full_game_data (25).csv
Left,116,16,84,4,2025-05-21T10:21:38.429Z,full_game_data (25).csv
Right,120,16,199,4,2025-05-21T10:21:38.628Z,full_game_data (25).csv
Down,124,16,33,4,2025-05-21T10:21:38.661Z,full_game_data (25).csv
Left,140,16,125,4,2025-05-21T10:21:38.786Z,full_game_data (25).csv
Right,144,16,308,4,2025-05-21T10:21:39.094Z,full_game_data (25).csv
Up,148,16,1,4,2025-05-21T10:21:39.095Z,full_game_data (25).csv
Left,156,16,204,4,2025-05-21T10:21:39.299Z,full_game_data (25).csv
Up,172,16,248,4,2025-05-21T10:21:39.547Z,full_game_data (25).csv
Up,208,32,19,5,2025-05-21T10:21:39.566Z,full_game_data (25).csv
Right,216,32,230,5,2025-05-21T10:21:39.796Z,full_game_data (25).csv
Down,232,32,155,5,2025-05-21T10:21:39.951Z,full_game_data (25).csv
Left,236,32,260,5,2025-05-21T10:21:40.211Z,full_game_data (25).csv
Up,252,32,65,7,2025-05-21T10:21:40.276Z,full_game_data (25).csv
Right,252,32,92,6,2025-05-21T10:21:40.368Z,full_game_data (25).csv
Left,252,32,453,5,2025-05-21T10:21:40.821Z,full_game_data (25).csv
Down,252,32,13,4,2025-05-21T10:21:40.835Z,full_game_data (25).csv
Left,256,32,118,4,2025-05-21T10:21:40.952Z,full_game_data (25).csv
Right,256,32,175,3,2025-05-21T10:21:41.127Z,full_game_data (25).csv
Up,260,32,183,3,2025-05-21T10:21:41.310Z,full_game_data (25).csv
Left,272,32,149,4,2025-05-21T10:21:41.459Z,full_game_data (25).csv
Up,276,32,214,4,2025-05-21T10:21:41.673Z,full_game_data (25).csv
Down,300,32,222,5,2025-05-21T10:21:41.895Z,full_game_data (25).csv
Up,332,32,539,5,2025-05-21T10:21:42.434Z,full_game_data (25).csv
Right,332,32,9,4,2025-05-21T10:21:42.443Z,full_game_data (25).csv
Up,336,32,112,4,2025-05-21T10:21:42.555Z,full_game_data (25).csv
Left,348,32,275,5,2025-05-21T10:21:42.831Z,full_game_data (25).csv
Up,356,32,106,5,2025-05-21T10:21:42.936Z,full_game_data (25).csv
Up,372,32,127,5,2025-05-21T10:21:43.063Z,full_game_data (25).csv
Up,376,32,468,5,2025-05-21T10:21:43.531Z,full_game_data (25).csv
Right,380,32,153,5,2025-05-21T10:21:43.684Z,full_game_data (25).csv
Down,380,32,86,4,2025-05-21T10:21:43.770Z,full_game_data (25).csv
Left,380,32,335,3,2025-05-21T10:21:44.105Z,full_game_data (25).csv
Up,392,32,197,4,2025-05-21T10:21:44.302Z,full_game_data (25).csv
Right,396,32,14,4,2025-05-21T10:21:44.316Z,full_game_data (25).csv
Left,412,32,220,4,2025-05-21T10:21:44.536Z,full_game_data (25).csv
Up,412,32,132,3,2025-05-21T10:21:44.668Z,full_game_data (25).csv
Right,452,32,212,5,2025-05-21T10:21:44.880Z,full_game_data (25).csv
Down,456,32,59,5,2025-05-21T10:21:44.939Z,full_game_data (25).csv
Up,544,64,356,8,2025-05-21T10:21:45.295Z,full_game_data (25).csv
Right,560,64,404,8,2025-05-21T10:21:45.699Z,full_game_data (25).csv
Up,560,64,53,7,2025-05-21T10:21:45.752Z,full_game_data (25).csv
Left,568,64,44,8,2025-05-21T10:21:45.797Z,full_game_data (25).csv
Down,568,64,19,7,2025-05-21T10:21:45.815Z,full_game_data (25).csv
Right,568,64,7,6,2025-05-21T10:21:45.822Z,full_game_data (25).csv
Left,576,64,337,6,2025-05-21T10:21:46.159Z,full_game_data (25).csv
Up,576,64,91,5,2025-05-21T10:21:46.250Z,full_game_data (25).csv
Up,580,64,747,5,2025-05-21T10:21:46.997Z,full_game_data (25).csv
Left,584,64,202,5,2025-05-21T10:21:47.199Z,full_game_data (25).csv
Right,600,64,78,5,2025-05-21T10:21:47.277Z,full_game_data (25).csv
Right,600,64,522,4,2025-05-21T10:21:47.799Z,full_game_data (25).csv
Up,604,64,16,4,2025-05-21T10:21:47.815Z,full_game_data (25).csv
Left,640,64,114,5,2025-05-21T10:21:47.929Z,full_game_data (25).csv
Right,648,64,422,5,2025-05-21T10:21:48.351Z,full_game_data (25).csv
Left,648,64,68,4,2025-05-21T10:21:48.420Z,full_game_data (25).csv
Up,648,64,113,3,2025-05-21T10:21:48.532Z,full_game_data (25).csv
Up,656,64,601,4,2025-05-21T10:21:49.133Z,full_game_data (25).csv
Up,656,64,211,3,2025-05-21T10:21:49.344Z,full_game_data (25).csv
Up,656,64,216,2,2025-05-21T10:21:49.560Z,full_game_data (25).csv
Right,656,64,824,1,2025-05-21T10:21:50.384Z,full_game_data (25).csv
Down,668,64,172,2,2025-05-21T10:21:50.556Z,full_game_data (25).csv
Down,680,64,538,3,2025-05-21T10:21:51.094Z,full_game_data (25).csv
Up,680,64,370,2,2025-05-21T10:21:51.464Z,full_game_data (25).csv
Right,680,64,309,1,2025-05-21T10:21:51.773Z,full_game_data (25).csv
Up,692,64,7,3,2025-05-21T10:21:51.780Z,full_game_data (25).csv
Up,692,64,361,2,2025-05-21T10:21:52.141Z,full_game_data (25).csv
Right,696,64,100,2,2025-05-21T10:21:52.241Z,full_game_data (25).csv
Up,704,64,410,2,2025-05-21T10:21:52.651Z,full_game_data (25).csv
Up,732,64,137,4,2025-05-21T10:21:52.788Z,full_game_data (25).csv
Left,748,64,417,4,2025-05-21T10:21:53.206Z,full_game_data (25).csv
Up,748,64,258,3,2025-05-21T10:21:53.463Z,full_game_data (25).csv
Right,752,64,304,3,2025-05-21T10:21:53.767Z,full_game_data (25).csv
Down,760,64,132,3,2025-05-21T10:21:53.899Z,full_game_data (25).csv
Left,764,64,334,3,2025-05-21T10:21:54.233Z,full_game_data (25).csv
Right,772,64,454,3,2025-05-21T10:21:54.687Z,full_game_data (25).csv
Up,776,64,4,3,2025-05-21T10:21:54.691Z,full_game_data (25).csv
Down,776,64,402,2,2025-05-21T10:21:55.093Z,full_game_data (25).csv
Up,776,64,496,1,2025-05-21T10:21:55.589Z,full_game_data (25).csv
Left,780,64,320,1,2025-05-21T10:21:55.909Z,full_game_data (25).csv
Down,792,64,92,2,2025-05-21T10:21:56.001Z,full_game_data (25).csv
Left,840,64,203,3,2025-05-21T10:21:56.204Z,full_game_data (25).csv
Up,920,64,162,4,2025-05-21T10:21:56.366Z,full_game_data (25).csv
Right,924,64,514,4,2025-05-21T10:21:56.880Z,full_game_data (25).csv
Down,956,64,11,4,2025-05-21T10:21:56.891Z,full_game_data (25).csv
Left,956,64,223,3,2025-05-21T10:21:57.114Z,full_game_data (25).csv
Right,960,64,243,3,2025-05-21T10:21:57.357Z,full_game_data (25).csv
Down,968,64,852,3,2025-05-21T10:21:58.209Z,full_game_data (25).csv
Left,1040,64,50,5,2025-05-21T10:21:58.259Z,full_game_data (25).csv
Right,1040,64,342,4,2025-05-21T10:21:58.601Z,full_game_data (25).csv
Left,1040,64,402,3,2025-05-21T10:21:59.003Z,full_game_data (25).csv
Up,1040,64,16,2,2025-05-21T10:21:59.019Z,full_game_data (25).csv
Up,1052,64,505,3,2025-05-21T10:21:59.524Z,full_game_data (25).csv
Up,1052,64,340,2,2025-05-21T10:21:59.864Z,full_game_data (25).csv
Right,1056,64,473,2,2025-05-21T10:22:00.337Z,full_game_data (25).csv
Up,0,2,601,14,2025-05-21T10:20:30.325Z,full_game_data (24).csv
Up,0,2,224,13,2025-05-21T10:20:30.549Z,full_game_data (24).csv
Right,0,2,6,12,2025-05-21T10:20:30.556Z,full_game_data (24).csv
Up,4,4,371,12,2025-05-21T10:20:30.926Z,full_game_data (24).csv
Right,8,4,8,12,2025-05-21T10:20:30.934Z,full_game_data (24).csv
Up,20,8,96,13,2025-05-21T10:20:31.030Z,full_game_data (24).csv
Right,20,8,30,12,2025-05-21T10:20:31.060Z,full_game_data (24).csv
Up,24,8,92,12,2025-05-21T10:20:31.152Z,full_game_data (24).csv
Up,24,8,192,11,2025-05-21T10:20:31.345Z,full_game_data (24).csv
Up,24,8,203,10,2025-05-21T10:20:31.547Z,full_game_data (24).csv
Right,24,8,468,9,2025-05-21T10:20:32.015Z,full_game_data (24).csv
Up,28,8,3,9,2025-05-21T10:20:32.018Z,full_game_data (24).csv
Right,40,8,7,10,2025-05-21T10:20:32.025Z,full_game_data (24).csv
Up,48,8,2,10,2025-05-21T10:20:32.027Z,full_game_data (24).csv
Up,64,16,116,10,2025-05-21T10:20:32.143Z,full_game_data (24).csv
Right,68,16,298,10,2025-05-21T10:20:32.441Z,full_game_data (24).csv
Up,68,16,1,9,2025-05-21T10:20:32.442Z,full_game_data (24).csv
Right,72,16,100,9,2025-05-21T10:20:32.542Z,full_game_data (24).csv
Up,80,16,13,9,2025-05-21T10:20:32.555Z,full_game_data (24).csv
Up,88,16,178,10,2025-05-21T10:20:32.733Z,full_game_data (24).csv
Right,88,16,12,9,2025-05-21T10:20:32.745Z,full_game_data (24).csv
Up,88,16,603,8,2025-05-21T10:20:33.348Z,full_game_data (24).csv
Right,88,16,7,7,2025-05-21T10:20:33.355Z,full_game_data (24).csv
Up,88,16,6,6,2025-05-21T10:20:33.361Z,full_game_data (24).csv
Up,92,16,6,6,2025-05-21T10:20:33.367Z,full_game_data (24).csv
Right,96,16,2,6,2025-05-21T10:20:33.369Z,full_game_data (24).csv
Up,104,16,167,6,2025-05-21T10:20:33.536Z,full_game_data (24).csv
Right,104,16,21,5,2025-05-21T10:20:33.557Z,full_game_data (24).csv
Up,124,16,176,6,2025-05-21T10:20:33.733Z,full_game_data (24).csv
Right,140,16,8,8,2025-05-21T10:20:33.741Z,full_game_data (24).csv
Up,172,32,182,8,2025-05-21T10:20:33.924Z,full_game_data (24).csv
Right,196,32,126,9,2025-05-21T10:20:34.049Z,full_game_data (24).csv
Up,196,32,70,8,2025-05-21T10:20:34.119Z,full_game_data (24).csv
Right,204,32,14,9,2025-05-21T10:20:34.133Z,full_game_data (24).csv
Right,204,32,176,8,2025-05-21T10:20:34.309Z,full_game_data (24).csv
Up,204,32,30,7,2025-05-21T10:20:34.339Z,full_game_data (24).csv
Up,208,32,360,7,2025-05-21T10:20:34.699Z,full_game_data (24).csv
Up,216,32,29,7,2025-05-21T10:20:34.728Z,full_game_data (24).csv
Right,216,32,9,6,2025-05-21T10:20:34.737Z,full_game_data (24).csv
Up,236,32,198,7,2025-05-21T10:20:34.935Z,full_game_data (24).csv
Right,248,32,11,8,2025-05-21T10:20:34.946Z,full_game_data (24).csv
Up,252,32,208,8,2025-05-21T10:20:35.154Z,full_game_data (24).csv
Right,260,32,8,8,2025-05-21T10:20:35.162Z,full_game_data (24).csv
Right,264,32,192,8,2025-05-21T10:20:35.354Z,full_game_data (24).csv
Up,264,32,32,7,2025-05-21T10:20:35.386Z,full_game_data (24).csv
Right,264,32,297,6,2025-05-21T10:20:35.683Z,full_game_data (24).csv
Up,264,32,4,5,2025-05-21T10:20:35.687Z,full_game_data (24).csv
Up,272,32,165,6,2025-05-21T10:20:35.852Z,full_game_data (24).csv
Right,280,32,28,6,2025-05-21T10:20:35.880Z,full_game_data (24).csv
Up,280,32,940,5,2025-05-21T10:20:36.820Z,full_game_data (24).csv
Right,280,32,2,4,2025-05-21T10:20:36.822Z,full_game_data (24).csv
Up,280,32,488,3,2025-05-21T10:20:37.310Z,full_game_data (24).csv
Right,288,32,20,4,2025-05-21T10:20:37.330Z,full_game_data (24).csv
Up,288,32,796,3,2025-05-21T10:20:38.127Z,full_game_data (24).csv
Down,288,32,1370,2,2025-05-21T10:20:39.496Z,full_game_data (24).csv
Left,292,32,1021,2,2025-05-21T10:20:40.517Z,full_game_data (24).csv
Up,320,32,927,4,2025-05-21T10:20:41.444Z,full_game_data (24).csv
Down,328,32,990,4,2025-05-21T10:20:42.434Z,full_game_data (24).csv
Right,332,32,819,4,2025-05-21T10:20:43.253Z,full_game_data (24).csv
Down,340,32,1041,4,2025-05-21T10:20:44.294Z,full_game_data (24).csv
Up,356,32,752,4,2025-05-21T10:20:45.046Z,full_game_data (24).csv
Right,392,32,840,5,2025-05-21T10:20:45.886Z,full_game_data (24).csv
Down,460,64,993,6,2025-05-21T10:20:46.879Z,full_game_data (24).csv
Right,460,64,1305,5,2025-05-21T10:20:48.184Z,full_game_data (24).csv
Up,464,64,847,5,2025-05-21T10:20:49.031Z,full_game_data (24).csv
Left,472,64,1657,5,2025-05-21T10:20:50.688Z,full_game_data (24).csv
Left,492,64,1469,6,2025-05-21T10:20:52.157Z,full_game_data (24).csv
Left,492,64,1119,5,2025-05-21T10:20:53.276Z,full_game_data (24).csv
Down,492,64,955,4,2025-05-21T10:20:54.231Z,full_game_data (24).csv
Down,496,64,1144,4,2025-05-21T10:20:55.375Z,full_game_data (24).csv
Up,504,64,1028,4,2025-05-21T10:20:56.403Z,full_game_data (24).csv
Down,508,64,1041,4,2025-05-21T10:20:57.444Z,full_game_data (24).csv
Left,508,64,1296,3,2025-05-21T10:20:58.740Z,full_game_data (24).csv
Down,512,64,666,3,2025-05-21T10:20:59.406Z,full_game_data (24).csv
Left,512,64,896,2,2025-05-21T10:21:00.302Z,full_game_data (24).csv
Down,524,64,978,3,2025-05-21T10:21:01.280Z,full_game_data (24).csv
Left,528,64,223,3,2025-05-21T10:21:01.503Z,full_game_data (24).csv
Left,544,64,1199,3,2025-05-21T10:21:02.702Z,full_game_data (24).csv
Right,544,64,2782,2,2025-05-21T10:21:05.484Z,full_game_data (24).csv
Down,548,64,1951,2,2025-05-21T10:21:07.435Z,full_game_data (24).csv
Left,584,64,1566,3,2025-05-21T10:21:09.001Z,full_game_data (24).csv
Down,592,64,2307,3,2025-05-21T10:21:11.308Z,full_game_data (24).csv
Right,616,64,616,4,2025-05-21T10:21:11.924Z,full_game_data (24).csv
Up,652,64,586,5,2025-05-21T10:21:12.510Z,full_game_data (24).csv
Down,660,64,1492,5,2025-05-21T10:21:14.002Z,full_game_data (24).csv
Right,660,64,1230,4,2025-05-21T10:21:15.232Z,full_game_data (24).csv
Right,668,64,1620,5,2025-05-21T10:21:16.852Z,full_game_data (24).csv
Up,668,64,1087,4,2025-05-21T10:21:17.939Z,full_game_data (24).csv
Down,672,64,992,4,2025-05-21T10:21:18.931Z,full_game_data (24).csv
Up,680,64,1077,4,2025-05-21T10:21:20.008Z,full_game_data (24).csv
Down,680,64,2732,3,2025-05-21T10:21:22.740Z,full_game_data (24).csv
Right,680,64,875,2,2025-05-21T10:21:23.615Z,full_game_data (24).csv
Right,688,64,1195,3,2025-05-21T10:21:24.810Z,full_game_data (24).csv
Down,688,64,699,2,2025-05-21T10:21:25.509Z,full_game_data (24).csv
Right,692,64,1166,2,2025-05-21T10:21:26.675Z,full_game_data (24).csv
Left,700,64,1055,2,2025-05-21T10:21:27.730Z,full_game_data (24).csv
Up,716,64,1016,2,2025-05-21T10:21:28.746Z,full_game_data (24).csv
Right,720,64,239,2,2025-05-21T10:21:28.985Z,full_game_data (24).csv
Left,824,64,1343,4,2025-05-21T10:21:30.328Z,full_game_data (24).csv
Up,0,2,978,14,2025-05-21T10:20:13.499Z,full_game_data (23).csv
Left,4,4,11,14,2025-05-21T10:20:13.511Z,full_game_data (23).csv
Up,4,4,314,13,2025-05-21T10:20:13.824Z,full_game_data (23).csv
Left,8,4,152,13,2025-05-21T10:20:13.976Z,full_game_data (23).csv
Down,8,4,132,12,2025-05-21T10:20:14.108Z,full_game_data (23).csv
Up,20,8,450,13,2025-05-21T10:20:14.558Z,full_game_data (23).csv
Left,20,8,10,12,2025-05-21T10:20:14.568Z,full_game_data (23).csv
Up,20,8,383,11,2025-05-21T10:20:14.951Z,full_game_data (23).csv
Up,24,8,181,11,2025-05-21T10:20:15.132Z,full_game_data (23).csv
Up,24,8,316,10,2025-05-21T10:20:15.448Z,full_game_data (23).csv
Left,28,8,38,10,2025-05-21T10:20:15.486Z,full_game_data (23).csv
Left,36,8,96,10,2025-05-21T10:20:15.582Z,full_game_data (23).csv
Up,56,16,3,11,2025-05-21T10:20:15.585Z,full_game_data (23).csv
Up,64,16,109,11,2025-05-21T10:20:15.694Z,full_game_data (23).csv
Up,64,16,369,10,2025-05-21T10:20:16.063Z,full_game_data (23).csv
Left,68,16,5,10,2025-05-21T10:20:16.068Z,full_game_data (23).csv
Up,68,16,50,9,2025-05-21T10:20:16.118Z,full_game_data (23).csv
Left,72,16,210,9,2025-05-21T10:20:16.328Z,full_game_data (23).csv
Up,72,16,2,8,2025-05-21T10:20:16.330Z,full_game_data (23).csv
Up,76,16,198,8,2025-05-21T10:20:16.528Z,full_game_data (23).csv
Left,76,16,18,7,2025-05-21T10:20:16.546Z,full_game_data (23).csv
Up,88,16,198,8,2025-05-21T10:20:16.744Z,full_game_data (23).csv
Left,88,16,10,7,2025-05-21T10:20:16.755Z,full_game_data (23).csv
Up,92,16,209,7,2025-05-21T10:20:16.963Z,full_game_data (23).csv
Left,104,16,10,8,2025-05-21T10:20:16.973Z,full_game_data (23).csv
Left,104,16,177,7,2025-05-21T10:20:17.151Z,full_game_data (23).csv
Up,108,16,12,7,2025-05-21T10:20:17.162Z,full_game_data (23).csv
Left,124,16,192,7,2025-05-21T10:20:17.354Z,full_game_data (23).csv
Up,124,16,128,6,2025-05-21T10:20:17.482Z,full_game_data (23).csv
Up,160,32,103,7,2025-05-21T10:20:17.585Z,full_game_data (23).csv
Left,164,32,233,7,2025-05-21T10:20:17.818Z,full_game_data (23).csv
Up,180,32,202,8,2025-05-21T10:20:18.020Z,full_game_data (23).csv
Up,180,32,85,7,2025-05-21T10:20:18.105Z,full_game_data (23).csv
Left,180,32,21,6,2025-05-21T10:20:18.126Z,full_game_data (23).csv
Left,204,32,106,8,2025-05-21T10:20:18.232Z,full_game_data (23).csv
Up,204,32,17,7,2025-05-21T10:20:18.249Z,full_game_data (23).csv
Up,216,32,330,8,2025-05-21T10:20:18.579Z,full_game_data (23).csv
Left,216,32,14,7,2025-05-21T10:20:18.593Z,full_game_data (23).csv
Up,236,32,92,8,2025-05-21T10:20:18.685Z,full_game_data (23).csv
Left,244,32,11,8,2025-05-21T10:20:18.696Z,full_game_data (23).csv
Up,248,32,186,8,2025-05-21T10:20:18.882Z,full_game_data (23).csv
Up,248,32,204,7,2025-05-21T10:20:19.086Z,full_game_data (23).csv
Up,248,32,180,6,2025-05-21T10:20:19.266Z,full_game_data (23).csv
Up,252,32,434,6,2025-05-21T10:20:19.700Z,full_game_data (23).csv
Left,252,32,10,5,2025-05-21T10:20:19.710Z,full_game_data (23).csv
Left,264,32,28,6,2025-05-21T10:20:19.738Z,full_game_data (23).csv
Up,268,32,17,6,2025-05-21T10:20:19.755Z,full_game_data (23).csv
Left,268,32,200,5,2025-05-21T10:20:19.955Z,full_game_data (23).csv
Up,276,32,14,5,2025-05-21T10:20:19.969Z,full_game_data (23).csv
Up,280,32,243,5,2025-05-21T10:20:20.212Z,full_game_data (23).csv
Left,284,32,1,5,2025-05-21T10:20:20.213Z,full_game_data (23).csv
Left,288,32,178,5,2025-05-21T10:20:20.391Z,full_game_data (23).csv
Up,288,32,68,4,2025-05-21T10:20:20.459Z,full_game_data (23).csv
Up,288,32,130,3,2025-05-21T10:20:20.589Z,full_game_data (23).csv
Up,288,32,208,2,2025-05-21T10:20:20.797Z,full_game_data (23).csv
Left,292,32,11,2,2025-05-21T10:20:20.808Z,full_game_data (23).csv
Left,304,32,328,3,2025-05-21T10:20:21.136Z,full_game_data (23).csv
Up,328,32,210,4,2025-05-21T10:20:21.346Z,full_game_data (23).csv
Left,380,32,28,6,2025-05-21T10:20:21.374Z,full_game_data (23).csv
Up,452,64,6,7,2025-05-21T10:20:21.380Z,full_game_data (23).csv
Up,504,64,153,9,2025-05-21T10:20:21.533Z,full_game_data (23).csv
Up,512,64,302,9,2025-05-21T10:20:21.835Z,full_game_data (23).csv
Up,512,64,125,8,2025-05-21T10:20:21.960Z,full_game_data (23).csv
Left,516,64,24,8,2025-05-21T10:20:21.984Z,full_game_data (23).csv
Left,520,64,158,8,2025-05-21T10:20:22.142Z,full_game_data (23).csv
Up,520,64,16,7,2025-05-21T10:20:22.158Z,full_game_data (23).csv
Up,524,64,277,7,2025-05-21T10:20:22.435Z,full_game_data (23).csv
Left,524,64,2,6,2025-05-21T10:20:22.437Z,full_game_data (23).csv
Left,528,64,147,6,2025-05-21T10:20:22.584Z,full_game_data (23).csv
Up,528,64,6,5,2025-05-21T10:20:22.590Z,full_game_data (23).csv
