Direction,Score,MaxTile,MoveTime(ms),EmptyTiles,Timestamp,SourceFile
Up,808,64,1159,2,2025-05-21T10:10:04.601Z,full_game_data (2).csv
Left,812,64,355,2,2025-05-21T10:10:04.956Z,full_game_data (2).csv
Up,832,64,2722,3,2025-05-21T10:10:07.678Z,full_game_data (2).csv
Right,832,64,285,2,2025-05-21T10:10:07.963Z,full_game_data (2).csv
Down,840,64,1382,2,2025-05-21T10:10:09.345Z,full_game_data (2).csv
Down,876,64,2485,3,2025-05-21T10:10:11.830Z,full_game_data (2).csv
Right,880,64,1498,3,2025-05-21T10:10:13.328Z,full_game_data (2).csv
Down,0,2,1816,14,2025-05-21T10:07:31.908Z,full_game_data (1).csv
Down,4,4,836,14,2025-05-21T10:07:32.743Z,full_game_data (1).csv
Down,4,4,886,13,2025-05-21T10:07:33.629Z,full_game_data (1).csv
Right,4,4,922,12,2025-05-21T10:07:34.551Z,full_game_data (1).csv
Right,8,4,659,12,2025-05-21T10:07:35.210Z,full_game_data (1).csv
Left,8,4,1078,11,2025-05-21T10:07:36.288Z,full_game_data (1).csv
Up,8,4,799,10,2025-05-21T10:07:37.087Z,full_game_data (1).csv
Down,12,4,790,10,2025-05-21T10:07:37.877Z,full_game_data (1).csv
Right,24,8,543,11,2025-05-21T10:07:38.420Z,full_game_data (1).csv
Left,32,8,841,11,2025-05-21T10:07:39.261Z,full_game_data (1).csv
Down,32,8,309,10,2025-05-21T10:07:39.570Z,full_game_data (1).csv
Up,36,8,404,10,2025-05-21T10:07:39.974Z,full_game_data (1).csv
Down,36,8,567,9,2025-05-21T10:07:40.541Z,full_game_data (1).csv
Right,40,8,744,9,2025-05-21T10:07:41.285Z,full_game_data (1).csv
Down,40,8,352,8,2025-05-21T10:07:41.637Z,full_game_data (1).csv
Up,56,16,718,8,2025-05-21T10:07:42.355Z,full_game_data (1).csv
Left,56,16,548,7,2025-05-21T10:07:42.903Z,full_game_data (1).csv
Down,68,16,629,9,2025-05-21T10:07:43.532Z,full_game_data (1).csv
Up,84,16,695,10,2025-05-21T10:07:44.227Z,full_game_data (1).csv
Up,84,16,228,9,2025-05-21T10:07:44.455Z,full_game_data (1).csv
Up,88,16,247,9,2025-05-21T10:07:44.702Z,full_game_data (1).csv
Up,88,16,223,8,2025-05-21T10:07:44.925Z,full_game_data (1).csv
Up,88,16,373,7,2025-05-21T10:07:45.298Z,full_game_data (1).csv
Up,92,16,137,7,2025-05-21T10:07:45.435Z,full_game_data (1).csv
Up,100,16,507,7,2025-05-21T10:07:45.942Z,full_game_data (1).csv
Up,100,16,3,6,2025-05-21T10:07:45.945Z,full_game_data (1).csv
Up,104,16,208,6,2025-05-21T10:07:46.153Z,full_game_data (1).csv
Up,108,16,314,6,2025-05-21T10:07:46.467Z,full_game_data (1).csv
Up,108,16,371,5,2025-05-21T10:07:46.838Z,full_game_data (1).csv
Up,108,16,143,4,2025-05-21T10:07:46.981Z,full_game_data (1).csv
Right,112,16,528,4,2025-05-21T10:07:47.509Z,full_game_data (1).csv
Down,112,16,461,3,2025-05-21T10:07:47.970Z,full_game_data (1).csv
Down,132,16,304,4,2025-05-21T10:07:48.274Z,full_game_data (1).csv
Down,140,16,209,4,2025-05-21T10:07:48.483Z,full_game_data (1).csv
Down,156,16,185,4,2025-05-21T10:07:48.668Z,full_game_data (1).csv
Down,160,16,350,4,2025-05-21T10:07:49.018Z,full_game_data (1).csv
Down,160,16,129,3,2025-05-21T10:07:49.147Z,full_game_data (1).csv
Down,164,16,143,3,2025-05-21T10:07:49.290Z,full_game_data (1).csv
Up,164,16,464,2,2025-05-21T10:07:49.755Z,full_game_data (1).csv
Right,168,16,795,2,2025-05-21T10:07:50.549Z,full_game_data (1).csv
Down,192,16,730,5,2025-05-21T10:07:51.279Z,full_game_data (1).csv
Left,192,16,465,4,2025-05-21T10:07:51.744Z,full_game_data (1).csv
Up,200,16,145,4,2025-05-21T10:07:51.889Z,full_game_data (1).csv
Right,248,32,561,5,2025-05-21T10:07:52.450Z,full_game_data (1).csv
Down,252,32,453,5,2025-05-21T10:07:52.903Z,full_game_data (1).csv
Up,252,32,497,4,2025-05-21T10:07:53.400Z,full_game_data (1).csv
Left,252,32,231,3,2025-05-21T10:07:53.631Z,full_game_data (1).csv
Down,288,32,566,4,2025-05-21T10:07:54.197Z,full_game_data (1).csv
Up,288,32,256,3,2025-05-21T10:07:54.453Z,full_game_data (1).csv
Right,292,32,492,3,2025-05-21T10:07:54.945Z,full_game_data (1).csv
Down,300,32,247,3,2025-05-21T10:07:55.192Z,full_game_data (1).csv
Left,316,32,349,5,2025-05-21T10:07:55.541Z,full_game_data (1).csv
Up,340,32,79,6,2025-05-21T10:07:55.620Z,full_game_data (1).csv
Right,356,32,422,6,2025-05-21T10:07:56.042Z,full_game_data (1).csv
Down,356,32,146,5,2025-05-21T10:07:56.188Z,full_game_data (1).csv
Up,396,32,428,7,2025-05-21T10:07:56.616Z,full_game_data (1).csv
Down,408,32,439,8,2025-05-21T10:07:57.055Z,full_game_data (1).csv
Left,408,32,119,7,2025-05-21T10:07:57.175Z,full_game_data (1).csv
Up,476,64,72,8,2025-05-21T10:07:57.246Z,full_game_data (1).csv
Right,476,64,316,7,2025-05-21T10:07:57.562Z,full_game_data (1).csv
Down,476,64,125,6,2025-05-21T10:07:57.687Z,full_game_data (1).csv
Left,476,64,537,5,2025-05-21T10:07:58.224Z,full_game_data (1).csv
Up,492,64,4,7,2025-05-21T10:07:58.228Z,full_game_data (1).csv
Right,500,64,83,7,2025-05-21T10:07:58.311Z,full_game_data (1).csv
Down,504,64,63,7,2025-05-21T10:07:58.374Z,full_game_data (1).csv
Up,520,64,270,7,2025-05-21T10:07:58.644Z,full_game_data (1).csv
Right,524,64,277,7,2025-05-21T10:07:58.921Z,full_game_data (1).csv
Down,524,64,467,6,2025-05-21T10:07:59.388Z,full_game_data (1).csv
Left,528,64,41,6,2025-05-21T10:07:59.429Z,full_game_data (1).csv
Up,536,64,11,6,2025-05-21T10:07:59.440Z,full_game_data (1).csv
Down,552,64,432,6,2025-05-21T10:07:59.872Z,full_game_data (1).csv
Left,584,64,302,6,2025-05-21T10:08:00.174Z,full_game_data (1).csv
Up,588,64,25,6,2025-05-21T10:08:00.199Z,full_game_data (1).csv
Right,592,64,329,6,2025-05-21T10:08:00.528Z,full_game_data (1).csv
Down,600,64,64,6,2025-05-21T10:08:00.592Z,full_game_data (1).csv
Up,604,64,300,6,2025-05-21T10:08:00.892Z,full_game_data (1).csv
Down,608,64,589,6,2025-05-21T10:08:01.481Z,full_game_data (1).csv
Left,608,64,127,5,2025-05-21T10:08:01.608Z,full_game_data (1).csv
Up,608,64,5691,4,2025-05-21T10:08:07.299Z,full_game_data (1).csv
Up,616,64,410,4,2025-05-21T10:08:07.709Z,full_game_data (1).csv
Up,620,64,288,4,2025-05-21T10:08:07.997Z,full_game_data (1).csv
Up,620,64,301,3,2025-05-21T10:08:08.298Z,full_game_data (1).csv
Up,620,64,319,2,2025-05-21T10:08:08.617Z,full_game_data (1).csv
Left,620,64,596,1,2025-05-21T10:08:09.213Z,full_game_data (1).csv
Down,628,64,176,2,2025-05-21T10:08:09.389Z,full_game_data (1).csv
Down,628,64,437,1,2025-05-21T10:08:09.826Z,full_game_data (1).csv
